id_assinatura,id_cliente,id_plano,data_inicio,data_fim,status,motivo_cancelamento,churn_flag
A01843,C01843,P2,2020-10-29,2023-10-19,Cancelada,Preço,1
A01844,C01844,P1,2021-03-14,2024-05-09,Cancelada,Insatisfação,1
A01845,C01845,P1,2022-01-01,,Ativa,,0
A01846,C01846,P1,2022-03-20,,Ativa,,0
A01847,C01847,P4,2021-05-04,,Ativa,,0
A01848,C01848,P1,2020-10-16,2024-10-14,Cancelada,Insatisfação,1
A01849,C01849,P2,2022-08-19,,Ativa,,0
A01850,C01850,P2,2021-09-07,,Ativa,,0
A01851,C01851,P1,2021-04-10,,Ativa,,0
A01852,C01852,P3,2022-08-03,2025-03-20,Cancelada,Insatisfação,1
A01853,C01853,P4,2022-10-18,,Ativa,,0
A01854,C01854,P2,2022-08-22,2024-11-02,Cancelada,Insatisfação,1
A01855,C01855,P2,2021-12-02,,Ativa,,0
A01856,C01856,P4,2022-06-09,,Ativa,,0
A01857,C01857,P1,2022-02-03,,Ativa,,0
A01858,C01858,P1,2021-02-28,,Ativa,,0
A01859,C01859,P1,2022-11-25,,Ativa,,0
A01860,C01860,P3,2022-09-19,,Ativa,,0
A01861,C01861,P1,2020-12-02,,Ativa,,0
A01862,C01862,P4,2020-08-06,2024-06-07,Cancelada,Preço,1
A01863,C01863,P2,2020-07-29,,Ativa,,0
A01864,C01864,P3,2022-02-03,,Ativa,,0
A01865,C01865,P1,2022-10-08,,Ativa,,0
A01866,C01866,P1,2022-10-09,,Ativa,,0
A01867,C01867,P1,2021-06-30,,Ativa,,0
A01868,C01868,P1,2021-12-27,,Ativa,,0
A01869,C01869,P3,2022-07-12,,Ativa,,0
A01870,C01870,P2,2021-08-18,2025-02-15,Cancelada,Preço,1
A01871,C01871,P3,2020-09-30,2024-12-24,Cancelada,Concorrência,1
A01872,C01872,P3,2021-07-28,,Ativa,,0
A01873,C01873,P1,2022-11-06,,Ativa,,0
A01874,C01874,P2,2022-09-06,,Ativa,,0
A01875,C01875,P1,2020-10-07,,Ativa,,0
A01876,C01876,P3,2021-09-13,,Ativa,,0
A01877,C01877,P1,2021-11-11,,Ativa,,0
A01878,C01878,P1,2022-07-03,2024-04-27,Cancelada,Preço,1
A01879,C01879,P1,2020-08-13,,Ativa,,0
A01880,C01880,P1,2021-10-08,,Ativa,,0
A01881,C01881,P4,2020-09-26,,Ativa,,0
A01882,C01882,P1,2022-07-28,,Ativa,,0
A01883,C01883,P1,2021-05-21,,Ativa,,0
A01884,C01884,P1,2021-10-19,2025-01-15,Cancelada,Atendimento,1
A01885,C01885,P2,2020-11-19,,Ativa,,0
A01886,C01886,P1,2021-11-20,,Ativa,,0
A01887,C01887,P1,2022-10-22,,Ativa,,0
A01888,C01888,P4,2022-05-25,,Ativa,,0
A01889,C01889,P2,2022-05-20,2024-01-31,Cancelada,Preço,1
A01890,C01890,P1,2021-07-03,,Ativa,,0
A01891,C01891,P2,2022-06-03,,Ativa,,0
A01892,C01892,P3,2022-02-09,,Ativa,,0
A01893,C01893,P3,2022-05-18,,Ativa,,0
A01894,C01894,P1,2020-12-04,2023-06-03,Cancelada,Preço,1
A01895,C01895,P2,2022-03-31,,Ativa,,0
A01896,C01896,P1,2021-10-12,,Ativa,,0
A01897,C01897,P2,2021-10-30,,Ativa,,0
A01898,C01898,P3,2022-05-03,,Ativa,,0
A01899,C01899,P1,2020-07-28,,Ativa,,0
A01900,C01900,P1,2020-08-12,,Ativa,,0
A01901,C01901,P3,2021-10-27,,Ativa,,0
A01902,C01902,P1,2021-02-16,,Ativa,,0
A01903,C01903,P1,2021-12-16,,Ativa,,0
A01904,C01904,P3,2021-07-03,2025-06-27,Cancelada,Insatisfação,1
A01905,C01905,P2,2022-03-16,,Ativa,,0
A01906,C01906,P3,2022-04-03,,Ativa,,0
A01907,C01907,P1,2021-09-22,,Ativa,,0
A01908,C01908,P1,2020-08-17,,Ativa,,0
A01909,C01909,P4,2022-08-22,,Ativa,,0
A01910,C01910,P3,2022-08-13,,Ativa,,0
A01911,C01911,P1,2021-06-13,,Ativa,,0
A01912,C01912,P1,2020-09-25,,Ativa,,0
A01913,C01913,P4,2022-07-16,,Ativa,,0
A01914,C01914,P1,2021-03-22,,Ativa,,0
A01915,C01915,P1,2022-02-13,2023-03-02,Cancelada,Preço,1
A01916,C01916,P2,2021-03-04,,Ativa,,0
A01917,C01917,P2,2021-02-13,,Ativa,,0
A01918,C01918,P2,2021-11-04,,Ativa,,0
A01919,C01919,P1,2022-01-19,,Ativa,,0
A01920,C01920,P3,2022-02-04,,Ativa,,0
A01921,C01921,P1,2020-12-16,2025-01-22,Cancelada,Concorrência,1
A01922,C01922,P2,2022-06-07,,Ativa,,0
A01923,C01923,P1,2021-11-27,,Ativa,,0
A01924,C01924,P3,2021-10-11,2023-04-23,Cancelada,Atendimento,1
A01925,C01925,P1,2020-08-31,,Ativa,,0
A01926,C01926,P1,2021-11-06,2024-07-22,Cancelada,Insatisfação,1
A01927,C01927,P1,2021-07-27,,Ativa,,0
A01928,C01928,P3,2022-03-20,,Ativa,,0
A01929,C01929,P3,2020-07-15,,Ativa,,0
A01930,C01930,P3,2022-11-26,,Ativa,,0
A01931,C01931,P1,2021-07-05,2025-03-25,Cancelada,Insatisfação,1
A01932,C01932,P1,2022-09-26,2023-03-30,Cancelada,Atendimento,1
A01933,C01933,P2,2020-11-07,2023-08-29,Cancelada,Preço,1
A01934,C01934,P2,2021-02-28,2024-03-17,Cancelada,Preço,1
A01935,C01935,P1,2021-09-07,,Ativa,,0
A01936,C01936,P4,2021-01-14,,Ativa,,0
A01937,C01937,P1,2020-11-20,,Ativa,,0
A01938,C01938,P4,2021-10-22,,Ativa,,0
A01939,C01939,P2,2022-07-20,,Ativa,,0
A01940,C01940,P4,2021-08-14,,Ativa,,0
A01941,C01941,P1,2022-12-02,,Ativa,,0
A01942,C01942,P2,2021-05-22,,Ativa,,0
A01943,C01943,P1,2022-02-02,,Ativa,,0
A01944,C01944,P1,2022-10-19,2023-08-01,Cancelada,Concorrência,1
A01945,C01945,P1,2020-08-03,2025-01-11,Cancelada,Concorrência,1
A01946,C01946,P4,2022-06-11,,Ativa,,0
A01947,C01947,P3,2021-06-01,,Ativa,,0
A01948,C01948,P4,2020-09-20,,Ativa,,0
A01949,C01949,P1,2022-03-29,,Ativa,,0
A01950,C01950,P1,2021-07-16,2024-09-30,Cancelada,Concorrência,1
A01951,C01951,P4,2021-08-25,,Ativa,,0
A01952,C01952,P2,2021-11-24,,Ativa,,0
A01953,C01953,P1,2021-02-26,2023-08-16,Cancelada,Insatisfação,1
A01954,C01954,P2,2021-05-29,2025-04-20,Cancelada,Insatisfação,1
A01955,C01955,P3,2021-02-04,,Ativa,,0
A01956,C01956,P1,2021-05-11,,Ativa,,0
A01957,C01957,P2,2022-02-10,,Ativa,,0
A01958,C01958,P1,2020-12-24,,Ativa,,0
A01959,C01959,P1,2021-02-07,2023-10-23,Cancelada,Atendimento,1
A01960,C01960,P2,2022-02-15,,Ativa,,0
A01961,C01961,P3,2020-12-21,2025-01-29,Cancelada,Insatisfação,1
A01962,C01962,P2,2020-10-06,,Ativa,,0
A01963,C01963,P3,2022-09-28,2023-08-28,Cancelada,Preço,1
A01964,C01964,P1,2021-07-11,,Ativa,,0
A01965,C01965,P4,2020-09-14,,Ativa,,0
A01966,C01966,P1,2020-12-20,,Ativa,,0
A01967,C01967,P1,2021-12-28,2023-05-24,Cancelada,Preço,1
A01968,C01968,P3,2022-03-03,2025-01-20,Cancelada,Preço,1
A01969,C01969,P1,2021-12-06,2024-11-25,Cancelada,Insatisfação,1
A01970,C01970,P1,2020-09-15,,Ativa,,0
A01971,C01971,P4,2022-08-19,,Ativa,,0
A01972,C01972,P4,2022-06-03,,Ativa,,0
A01973,C01973,P4,2020-12-21,,Ativa,,0
A01974,C01974,P3,2021-11-19,,Ativa,,0
A01975,C01975,P4,2022-01-04,2024-03-09,Cancelada,Insatisfação,1
A01976,C01976,P1,2021-02-27,,Ativa,,0
A01977,C01977,P1,2021-07-28,2025-05-19,Cancelada,Insatisfação,1
A01978,C01978,P3,2022-09-05,,Ativa,,0
A01979,C01979,P2,2020-08-07,2024-06-28,Cancelada,Concorrência,1
A01980,C01980,P3,2022-08-25,,Ativa,,0
A01981,C01981,P4,2020-07-19,,Ativa,,0
A01982,C01982,P1,2020-12-20,,Ativa,,0
A01983,C01983,P3,2022-11-26,2024-12-24,Cancelada,Concorrência,1
A01984,C01984,P3,2021-12-29,2025-01-20,Cancelada,Insatisfação,1
A01985,C01985,P2,2020-09-12,,Ativa,,0
A01986,C01986,P1,2021-05-27,2024-12-30,Cancelada,Insatisfação,1
A01987,C01987,P1,2022-02-11,,Ativa,,0
A01988,C01988,P4,2022-11-06,,Ativa,,0
A01989,C01989,P1,2021-04-11,,Ativa,,0
A01990,C01990,P3,2022-01-12,2025-07-29,Cancelada,Concorrência,1
A01991,C01991,P2,2021-05-13,,Ativa,,0
A01992,C01992,P2,2022-07-08,,Ativa,,0
A01993,C01993,P1,2022-07-02,2024-12-16,Cancelada,Preço,1
A01994,C01994,P3,2021-06-12,,Ativa,,0
A01995,C01995,P1,2022-07-26,,Ativa,,0
A01996,C01996,P2,2021-06-18,2025-08-06,Cancelada,Atendimento,1
A01997,C01997,P2,2022-11-08,2024-05-07,Cancelada,Concorrência,1
A01998,C01998,P1,2021-07-29,,Ativa,,0
A01999,C01999,P1,2021-11-09,,Ativa,,0
