id_uso,id_cliente,competencia,logins_mes,horas_uso,funcionalidades_usadas
U0002301,C00023,2023-02-01,26,26.3,24
U0002302,C00023,2023-03-01,22,44.8,18
U0002303,C00023,2023-04-01,24,28.1,18
U0002304,C00023,2023-05-01,25,39.3,14
U0002305,C00023,2023-06-01,19,33.8,19
U0002306,C00023,2023-07-01,20,47.8,17
U0002307,C00023,2023-08-01,20,37.6,19
U0002308,C00023,2023-09-01,20,46.5,17
U0002309,C00023,2023-10-01,21,28.0,17
U0002310,C00023,2023-11-01,26,39.5,20
U0002311,C00023,2023-12-01,30,36.6,18
U0002312,C00023,2024-01-01,25,28.1,20
U0002313,C00023,2024-02-01,25,30.3,17
U0002314,C00023,2024-03-01,10,11.3,8
U0002315,C00023,2024-04-01,8,9.5,6
U0002316,C00023,2024-05-01,5,3.9,4
U0002400,C00024,2023-01-01,32,45.0,18
U0002401,C00024,2023-02-01,15,37.3,20
U0002402,C00024,2023-03-01,29,46.5,17
U0002403,C00024,2023-04-01,25,35.2,17
U0002404,C00024,2023-05-01,23,29.4,21
U0002405,C00024,2023-06-01,16,25.7,19
U0002406,C00024,2023-07-01,19,27.1,17
U0002407,C00024,2023-08-01,20,44.9,16
U0002408,C00024,2023-09-01,21,28.6,16
U0002409,C00024,2023-10-01,28,36.9,15
U0002410,C00024,2023-11-01,23,41.0,18
U0002411,C00024,2023-12-01,30,26.8,17
U0002412,C00024,2024-01-01,22,30.2,18
U0002413,C00024,2024-02-01,29,30.2,15
U0002414,C00024,2024-03-01,15,40.6,18
U0002415,C00024,2024-04-01,28,37.9,16
U0002416,C00024,2024-05-01,25,45.6,18
U0002417,C00024,2024-06-01,23,35.4,19
U0002418,C00024,2024-07-01,24,40.7,18
U0002419,C00024,2024-08-01,20,43.5,18
U0002420,C00024,2024-09-01,25,27.4,15
U0002421,C00024,2024-10-01,16,36.9,15
U0002422,C00024,2024-11-01,21,46.1,18
U0002423,C00024,2024-12-01,28,26.0,16
U0002424,C00024,2025-01-01,21,38.2,13
U0002425,C00024,2025-02-01,17,30.7,16
U0002426,C00024,2025-03-01,25,36.2,17
U0002427,C00024,2025-04-01,21,31.9,15
U0002428,C00024,2025-05-01,19,33.1,24
U0002429,C00024,2025-06-01,27,45.6,17
U0002430,C00024,2025-07-01,26,33.4,17
U0002431,C00024,2025-08-01,20,35.6,19
U0002500,C00025,2023-01-01,16,30.8,14
U0002501,C00025,2023-02-01,13,34.3,13
U0002502,C00025,2023-03-01,16,35.5,14
U0002503,C00025,2023-04-01,20,29.3,14
U0002504,C00025,2023-05-01,16,20.5,14
U0002505,C00025,2023-06-01,15,25.5,11
U0002506,C00025,2023-07-01,12,27.5,15
U0002507,C00025,2023-08-01,22,27.5,15
U0002508,C00025,2023-09-01,2,8.6,3
U0002509,C00025,2023-10-01,3,6.6,0
U0002510,C00025,2023-11-01,3,3.3,0
U0002600,C00026,2023-01-01,11,42.8,19
U0002601,C00026,2023-02-01,28,33.1,13
U0002602,C00026,2023-03-01,31,45.3,16
U0002603,C00026,2023-04-01,23,32.8,15
U0002604,C00026,2023-05-01,23,41.3,20
U0002605,C00026,2023-06-01,18,27.8,18
U0002606,C00026,2023-07-01,23,30.8,12
U0002607,C00026,2023-08-01,19,46.4,16
U0002608,C00026,2023-09-01,19,39.3,17
U0002609,C00026,2023-10-01,18,41.4,16
U0002610,C00026,2023-11-01,24,26.9,18
U0002611,C00026,2023-12-01,17,28.4,19
U0002612,C00026,2024-01-01,20,34.2,16
U0002613,C00026,2024-02-01,21,26.8,16
U0002614,C00026,2024-03-01,17,32.1,17
U0002615,C00026,2024-04-01,8,12.1,4
U0002616,C00026,2024-05-01,9,7.7,6
U0002617,C00026,2024-06-01,5,4.8,1
U0002700,C00027,2023-01-01,25,33.3,18
U0002701,C00027,2023-02-01,26,49.7,21
U0002702,C00027,2023-03-01,22,38.5,16
U0002703,C00027,2023-04-01,20,35.8,17
U0002704,C00027,2023-05-01,25,39.0,17
U0002705,C00027,2023-06-01,33,33.1,19
U0002706,C00027,2023-07-01,26,44.6,19
U0002707,C00027,2023-08-01,25,49.6,19
U0002708,C00027,2023-09-01,31,37.1,20
U0002709,C00027,2023-10-01,21,51.8,21
U0002710,C00027,2023-11-01,21,37.1,19
U0002711,C00027,2023-12-01,21,40.5,19
U0002712,C00027,2024-01-01,24,41.9,23
U0002713,C00027,2024-02-01,23,46.9,21
U0002714,C00027,2024-03-01,25,34.3,17
U0002715,C00027,2024-04-01,28,30.8,20
U0002716,C00027,2024-05-01,29,43.4,21
U0002717,C00027,2024-06-01,29,30.7,23
U0002718,C00027,2024-07-01,21,51.3,19
U0002719,C00027,2024-08-01,29,49.3,20
U0002720,C00027,2024-09-01,27,39.0,20
U0002721,C00027,2024-10-01,28,48.1,18
U0002722,C00027,2024-11-01,22,50.6,21
U0002723,C00027,2024-12-01,23,28.1,20
U0002724,C00027,2025-01-01,23,43.0,16
U0002725,C00027,2025-02-01,22,34.8,16
U0002726,C00027,2025-03-01,25,34.6,21
U0002727,C00027,2025-04-01,25,43.0,17
U0002728,C00027,2025-05-01,30,38.0,20
U0002729,C00027,2025-06-01,22,48.5,21
U0002730,C00027,2025-07-01,22,36.1,21
U0002731,C00027,2025-08-01,27,45.8,21
U0002800,C00028,2023-01-01,20,25.5,16
U0002801,C00028,2023-02-01,17,24.8,15
U0002802,C00028,2023-03-01,22,21.1,9
U0002803,C00028,2023-04-01,21,28.6,14
U0002804,C00028,2023-05-01,15,32.5,16
U0002805,C00028,2023-06-01,19,26.8,15
U0002806,C00028,2023-07-01,15,22.5,14
U0002807,C00028,2023-08-01,17,31.4,13
U0002808,C00028,2023-09-01,15,26.0,14
U0002809,C00028,2023-10-01,14,37.1,17
U0002810,C00028,2023-11-01,16,23.9,14
U0002811,C00028,2023-12-01,21,22.9,17
U0002812,C00028,2024-01-01,19,37.1,13
U0002813,C00028,2024-02-01,23,30.2,14
U0002814,C00028,2024-03-01,21,33.3,15
U0002815,C00028,2024-04-01,22,29.1,17
U0002816,C00028,2024-05-01,10,37.3,14
U0002817,C00028,2024-06-01,24,26.5,18
U0002818,C00028,2024-07-01,12,21.4,16
U0002819,C00028,2024-08-01,20,27.4,13
U0002820,C00028,2024-09-01,14,38.2,14
U0002821,C00028,2024-10-01,25,23.6,14
U0002822,C00028,2024-11-01,12,24.0,11
U0002823,C00028,2024-12-01,21,38.8,14
U0002824,C00028,2025-01-01,27,36.7,16
U0002825,C00028,2025-02-01,22,27.8,15
U0002826,C00028,2025-03-01,20,24.5,19
U0002827,C00028,2025-04-01,18,33.6,12
U0002828,C00028,2025-05-01,14,26.3,17
U0002829,C00028,2025-06-01,10,22.3,14
U0002830,C00028,2025-07-01,19,36.0,16
U0002831,C00028,2025-08-01,25,36.2,15
U0002900,C00029,2023-01-01,22,40.6,18
U0002901,C00029,2023-02-01,11,13.9,6
U0002902,C00029,2023-03-01,0,10.1,5
U0002903,C00029,2023-04-01,0,3.6,1
U0003000,C00030,2023-01-01,18,29.9,17
U0003001,C00030,2023-02-01,26,37.8,21
U0003002,C00030,2023-03-01,23,41.9,19
U0003003,C00030,2023-04-01,17,42.7,21
U0003004,C00030,2023-05-01,27,38.4,19
U0003005,C00030,2023-06-01,20,27.5,17
U0003006,C00030,2023-07-01,25,41.5,16
U0003007,C00030,2023-08-01,23,36.2,18
U0003008,C00030,2023-09-01,23,45.5,15
U0003009,C00030,2023-10-01,23,42.9,16
U0003010,C00030,2023-11-01,24,34.8,18
U0003011,C00030,2023-12-01,26,33.6,14
U0003012,C00030,2024-01-01,18,42.0,18
U0003013,C00030,2024-02-01,19,30.0,17
U0003014,C00030,2024-03-01,20,32.9,19
U0003015,C00030,2024-04-01,24,28.1,21
U0003016,C00030,2024-05-01,13,38.8,16
U0003017,C00030,2024-06-01,30,35.1,17
U0003018,C00030,2024-07-01,25,46.4,18
U0003019,C00030,2024-08-01,23,45.6,22
U0003020,C00030,2024-09-01,25,41.1,20
U0003021,C00030,2024-10-01,24,41.3,18
U0003022,C00030,2024-11-01,17,39.6,17
U0003023,C00030,2024-12-01,29,37.3,19
U0003024,C00030,2025-01-01,18,33.5,20
U0003025,C00030,2025-02-01,25,28.7,16
U0003026,C00030,2025-03-01,21,42.2,20
U0003027,C00030,2025-04-01,15,27.2,18
U0003028,C00030,2025-05-01,30,47.5,18
U0003029,C00030,2025-06-01,14,26.9,21
U0003030,C00030,2025-07-01,25,38.5,18
U0003031,C00030,2025-08-01,24,36.9,16
U0003100,C00031,2023-01-01,29,42.2,18
U0003101,C00031,2023-02-01,22,33.7,18
U0003102,C00031,2023-03-01,28,49.0,19
U0003103,C00031,2023-04-01,26,36.9,19
U0003104,C00031,2023-05-01,22,37.7,21
U0003105,C00031,2023-06-01,23,48.8,18
U0003106,C00031,2023-07-01,23,33.7,22
U0003107,C00031,2023-08-01,24,46.7,19
U0003108,C00031,2023-09-01,29,29.3,20
U0003109,C00031,2023-10-01,26,43.8,18
U0003110,C00031,2023-11-01,24,42.4,11
U0003111,C00031,2023-12-01,25,36.4,21
U0003112,C00031,2024-01-01,27,44.6,20
U0003113,C00031,2024-02-01,16,44.1,21
U0003114,C00031,2024-03-01,30,38.0,17
U0003115,C00031,2024-04-01,24,28.2,16
U0003116,C00031,2024-05-01,25,28.6,16
U0003117,C00031,2024-06-01,23,41.3,19
U0003118,C00031,2024-07-01,27,40.2,19
U0003119,C00031,2024-08-01,29,38.4,20
U0003120,C00031,2024-09-01,25,29.3,17
U0003121,C00031,2024-10-01,21,49.0,17
U0003122,C00031,2024-11-01,29,44.9,19
U0003123,C00031,2024-12-01,27,34.3,19
U0003124,C00031,2025-01-01,20,41.9,18
U0003125,C00031,2025-02-01,22,45.7,16
U0003126,C00031,2025-03-01,18,34.0,20
U0003127,C00031,2025-04-01,24,46.1,19
U0003128,C00031,2025-05-01,23,28.4,13
U0003129,C00031,2025-06-01,27,31.0,18
U0003130,C00031,2025-07-01,21,31.7,20
U0003131,C00031,2025-08-01,26,27.5,19
U0003200,C00032,2023-01-01,19,42.4,16
U0003201,C00032,2023-02-01,16,41.2,16
U0003202,C00032,2023-03-01,22,28.9,21
U0003203,C00032,2023-04-01,27,47.6,21
U0003204,C00032,2023-05-01,24,43.8,19
U0003205,C00032,2023-06-01,18,34.9,20
U0003206,C00032,2023-07-01,23,32.9,19
U0003207,C00032,2023-08-01,22,37.5,20
U0003208,C00032,2023-09-01,23,48.3,20
U0003209,C00032,2023-10-01,25,32.4,18
U0003210,C00032,2023-11-01,22,26.9,20
U0003211,C00032,2023-12-01,23,37.0,20
U0003212,C00032,2024-01-01,24,44.4,20
U0003213,C00032,2024-02-01,20,38.6,20
U0003214,C00032,2024-03-01,23,32.3,20
U0003215,C00032,2024-04-01,22,44.7,18
U0003216,C00032,2024-05-01,34,36.6,16
U0003217,C00032,2024-06-01,20,45.6,18
U0003218,C00032,2024-07-01,27,38.5,22
U0003219,C00032,2024-08-01,27,48.7,20
U0003220,C00032,2024-09-01,26,47.5,17
U0003221,C00032,2024-10-01,24,34.9,17
U0003222,C00032,2024-11-01,27,32.1,19
U0003223,C00032,2024-12-01,23,46.7,17
U0003224,C00032,2025-01-01,19,45.0,21
U0003225,C00032,2025-02-01,24,41.3,19
U0003226,C00032,2025-03-01,25,32.4,18
U0003227,C00032,2025-04-01,28,27.1,17
U0003228,C00032,2025-05-01,23,41.3,19
U0003229,C00032,2025-06-01,24,41.9,19
U0003230,C00032,2025-07-01,29,47.6,16
U0003231,C00032,2025-08-01,21,32.6,19
U0003300,C00033,2023-01-01,17,15.1,12
U0003301,C00033,2023-02-01,19,19.4,10
U0003302,C00033,2023-03-01,15,22.8,12
U0003303,C00033,2023-04-01,11,24.4,6
U0003304,C00033,2023-05-01,19,15.7,10
U0003305,C00033,2023-06-01,15,18.3,11
U0003306,C00033,2023-07-01,15,21.9,9
U0003307,C00033,2023-08-01,12,23.8,8
U0003308,C00033,2023-09-01,7,24.7,9
U0003309,C00033,2023-10-01,9,17.2,10
U0003310,C00033,2023-11-01,15,19.8,12
U0003311,C00033,2023-12-01,12,17.4,7
U0003312,C00033,2024-01-01,11,14.7,11
U0003313,C00033,2024-02-01,14,20.3,11
U0003314,C00033,2024-03-01,18,18.5,9
U0003315,C00033,2024-04-01,14,16.8,15
U0003316,C00033,2024-05-01,10,23.8,8
U0003317,C00033,2024-06-01,12,24.8,10
U0003318,C00033,2024-07-01,4,9.2,9
U0003319,C00033,2024-08-01,2,4.0,4
U0003320,C00033,2024-09-01,2,3.1,5
U0003400,C00034,2023-01-01,15,33.0,15
U0003401,C00034,2023-02-01,15,32.4,15
U0003402,C00034,2023-03-01,15,32.1,14
U0003403,C00034,2023-04-01,18,37.5,12
U0003404,C00034,2023-05-01,22,34.8,13
U0003405,C00034,2023-06-01,18,33.8,13
U0003406,C00034,2023-07-01,18,31.9,12
U0003407,C00034,2023-08-01,13,23.9,14
U0003408,C00034,2023-09-01,22,36.2,12
U0003409,C00034,2023-10-01,14,24.9,17
U0003410,C00034,2023-11-01,21,38.0,15
U0003411,C00034,2023-12-01,22,27.7,10
U0003412,C00034,2024-01-01,24,38.3,15
U0003413,C00034,2024-02-01,27,27.3,17
U0003414,C00034,2024-03-01,20,21.1,15
U0003415,C00034,2024-04-01,18,23.2,14
U0003416,C00034,2024-05-01,15,26.8,12
U0003417,C00034,2024-06-01,24,38.2,16
U0003418,C00034,2024-07-01,14,25.7,15
U0003419,C00034,2024-08-01,21,24.7,14
U0003420,C00034,2024-09-01,12,23.2,15
U0003421,C00034,2024-10-01,22,34.5,14
U0003422,C00034,2024-11-01,19,27.6,15
U0003423,C00034,2024-12-01,19,24.3,13
U0003424,C00034,2025-01-01,8,31.0,14
U0003425,C00034,2025-02-01,8,26.9,15
U0003426,C00034,2025-03-01,16,21.3,15
U0003427,C00034,2025-04-01,23,22.0,14
U0003428,C00034,2025-05-01,19,31.9,14
U0003429,C00034,2025-06-01,14,36.9,15
U0003430,C00034,2025-07-01,21,37.6,19
U0003431,C00034,2025-08-01,13,38.3,16
U0003500,C00035,2023-01-01,24,42.6,18
U0003501,C00035,2023-02-01,23,31.8,19
U0003502,C00035,2023-03-01,20,51.4,19
U0003503,C00035,2023-04-01,23,46.5,17
U0003504,C00035,2023-05-01,27,47.5,23
U0003505,C00035,2023-06-01,21,39.0,20
U0003506,C00035,2023-07-01,26,32.7,21
U0003507,C00035,2023-08-01,27,49.3,16
U0003508,C00035,2023-09-01,26,32.1,20
U0003509,C00035,2023-10-01,26,40.3,19
U0003510,C00035,2023-11-01,23,44.8,18
U0003511,C00035,2023-12-01,25,36.1,19
U0003512,C00035,2024-01-01,21,42.8,21
U0003513,C00035,2024-02-01,22,37.4,20
U0003514,C00035,2024-03-01,26,30.5,21
U0003515,C00035,2024-04-01,31,50.1,20
U0003516,C00035,2024-05-01,22,49.9,18
U0003517,C00035,2024-06-01,27,37.3,21
U0003518,C00035,2024-07-01,17,32.8,18
U0003519,C00035,2024-08-01,32,46.1,16
U0003520,C00035,2024-09-01,27,41.3,18
U0003521,C00035,2024-10-01,18,48.8,18
U0003522,C00035,2024-11-01,17,35.6,19
U0003523,C00035,2024-12-01,30,50.5,20
U0003524,C00035,2025-01-01,25,50.8,17
U0003525,C00035,2025-02-01,19,35.6,20
U0003526,C00035,2025-03-01,25,34.7,20
U0003527,C00035,2025-04-01,24,42.3,22
U0003528,C00035,2025-05-01,24,33.9,22
U0003529,C00035,2025-06-01,26,43.1,20
U0003530,C00035,2025-07-01,28,48.1,17
U0003531,C00035,2025-08-01,19,42.1,21
U0003600,C00036,2023-01-01,24,45.4,17
U0003601,C00036,2023-02-01,17,32.1,16
U0003602,C00036,2023-03-01,19,26.3,17
U0003603,C00036,2023-04-01,21,32.1,15
U0003604,C00036,2023-05-01,18,27.8,16
U0003605,C00036,2023-06-01,25,25.2,14
U0003606,C00036,2023-07-01,24,35.2,16
U0003607,C00036,2023-08-01,21,39.6,18
U0003608,C00036,2023-09-01,30,30.0,19
U0003609,C00036,2023-10-01,6,14.9,5
U0003610,C00036,2023-11-01,1,12.3,2
U0003611,C00036,2023-12-01,5,6.0,2
U0003700,C00037,2023-01-01,25,28.8,21
U0003701,C00037,2023-02-01,24,51.8,17
U0003702,C00037,2023-03-01,22,38.5,18
U0003703,C00037,2023-04-01,21,44.9,21
U0003704,C00037,2023-05-01,28,49.4,19
U0003705,C00037,2023-06-01,24,37.0,18
U0003706,C00037,2023-07-01,24,35.0,17
U0003707,C00037,2023-08-01,27,49.2,22
U0003708,C00037,2023-09-01,22,42.5,18
U0003709,C00037,2023-10-01,24,30.0,22
U0003710,C00037,2023-11-01,27,48.9,21
U0003711,C00037,2023-12-01,26,41.5,19
U0003712,C00037,2024-01-01,25,33.1,22
U0003713,C00037,2024-02-01,23,34.2,15
U0003714,C00037,2024-03-01,20,39.6,17
U0003715,C00037,2024-04-01,24,44.7,17
U0003716,C00037,2024-05-01,27,42.1,20
U0003717,C00037,2024-06-01,22,36.9,16
U0003718,C00037,2024-07-01,21,44.0,16
U0003719,C00037,2024-08-01,27,37.2,17
U0003720,C00037,2024-09-01,21,41.5,21
U0003721,C00037,2024-10-01,21,42.1,22
U0003722,C00037,2024-11-01,32,29.7,18
U0003723,C00037,2024-12-01,20,42.2,19
U0003724,C00037,2025-01-01,24,35.2,19
U0003725,C00037,2025-02-01,23,44.6,17
U0003726,C00037,2025-03-01,27,40.9,20
U0003727,C00037,2025-04-01,25,29.5,18
U0003728,C00037,2025-05-01,22,51.0,20
U0003729,C00037,2025-06-01,27,29.3,18
U0003730,C00037,2025-07-01,28,47.7,20
U0003731,C00037,2025-08-01,26,48.9,20
U0003800,C00038,2023-01-01,11,24.5,12
U0003801,C00038,2023-02-01,17,19.1,10
U0003802,C00038,2023-03-01,11,20.5,13
U0003803,C00038,2023-04-01,17,17.9,9
U0003804,C00038,2023-05-01,12,30.3,10
U0003805,C00038,2023-06-01,12,30.7,13
U0003806,C00038,2023-07-01,13,29.1,10
U0003807,C00038,2023-08-01,9,27.7,10
U0003808,C00038,2023-09-01,12,30.6,11
U0003809,C00038,2023-10-01,15,25.8,11
U0003810,C00038,2023-11-01,14,29.3,11
U0003811,C00038,2023-12-01,13,27.1,12
U0003812,C00038,2024-01-01,13,18.9,9
U0003813,C00038,2024-02-01,14,30.9,10
U0003814,C00038,2024-03-01,19,17.6,8
U0003815,C00038,2024-04-01,14,30.4,14
U0003816,C00038,2024-05-01,21,25.9,13
U0003817,C00038,2024-06-01,9,29.0,13
U0003818,C00038,2024-07-01,16,28.1,12
U0003819,C00038,2024-08-01,9,26.1,14
U0003820,C00038,2024-09-01,18,27.4,8
U0003821,C00038,2024-10-01,16,22.5,10
U0003822,C00038,2024-11-01,5,22.0,8
U0003823,C00038,2024-12-01,14,22.4,10
U0003824,C00038,2025-01-01,14,26.2,13
U0003825,C00038,2025-02-01,23,24.5,11
U0003826,C00038,2025-03-01,22,24.5,13
U0003827,C00038,2025-04-01,24,20.9,17
U0003828,C00038,2025-05-01,14,19.6,10
U0003829,C00038,2025-06-01,16,25.1,12
U0003830,C00038,2025-07-01,24,19.8,12
U0003831,C00038,2025-08-01,15,18.3,10
U0003900,C00039,2023-01-01,6,19.6,14
U0003901,C00039,2023-02-01,12,21.5,12
U0003902,C00039,2023-03-01,18,24.9,12
U0003903,C00039,2023-04-01,19,19.1,14
U0003904,C00039,2023-05-01,13,31.1,12
U0003905,C00039,2023-06-01,15,21.7,11
U0003906,C00039,2023-07-01,16,18.7,15
U0003907,C00039,2023-08-01,15,27.3,16
U0003908,C00039,2023-09-01,13,30.6,9
U0003909,C00039,2023-10-01,7,30.0,12
U0003910,C00039,2023-11-01,16,26.2,13
U0003911,C00039,2023-12-01,19,19.4,13
U0003912,C00039,2024-01-01,14,26.7,9
U0003913,C00039,2024-02-01,14,22.0,11
U0003914,C00039,2024-03-01,22,31.9,13
U0003915,C00039,2024-04-01,13,28.6,8
U0003916,C00039,2024-05-01,17,21.8,12
U0003917,C00039,2024-06-01,13,20.8,13
U0003918,C00039,2024-07-01,21,24.0,13
U0003919,C00039,2024-08-01,21,27.2,12
U0003920,C00039,2024-09-01,16,32.1,10
U0003921,C00039,2024-10-01,14,27.1,12
U0003922,C00039,2024-11-01,10,22.5,11
U0003923,C00039,2024-12-01,18,21.0,15
U0003924,C00039,2025-01-01,16,27.7,13
U0003925,C00039,2025-02-01,15,32.1,10
U0003926,C00039,2025-03-01,12,23.3,10
U0003927,C00039,2025-04-01,14,18.1,14
U0003928,C00039,2025-05-01,22,21.0,11
U0003929,C00039,2025-06-01,17,23.9,9
U0003930,C00039,2025-07-01,13,18.6,12
U0003931,C00039,2025-08-01,18,20.7,13
U0004000,C00040,2023-01-01,23,45.5,19
U0004001,C00040,2023-02-01,24,36.6,20
U0004002,C00040,2023-03-01,23,29.0,21
U0004003,C00040,2023-04-01,21,33.5,20
U0004004,C00040,2023-05-01,21,34.5,19
U0004005,C00040,2023-06-01,27,31.8,21
U0004006,C00040,2023-07-01,24,50.0,21
U0004007,C00040,2023-08-01,19,43.4,20
U0004008,C00040,2023-09-01,27,38.3,20
U0004009,C00040,2023-10-01,27,29.1,23
U0004010,C00040,2023-11-01,23,28.4,19
U0004011,C00040,2023-12-01,21,35.5,21
U0004012,C00040,2024-01-01,22,30.1,18
U0004013,C00040,2024-02-01,24,41.6,22
U0004014,C00040,2024-03-01,27,44.0,17
U0004015,C00040,2024-04-01,22,41.1,18
U0004016,C00040,2024-05-01,23,39.0,22
U0004017,C00040,2024-06-01,24,40.1,19
U0004018,C00040,2024-07-01,22,41.5,21
U0004019,C00040,2024-08-01,27,51.2,19
U0004020,C00040,2024-09-01,28,36.5,22
U0004021,C00040,2024-10-01,20,32.3,20
U0004022,C00040,2024-11-01,26,41.6,18
U0004023,C00040,2024-12-01,22,31.4,16
U0004024,C00040,2025-01-01,22,47.9,18
U0004025,C00040,2025-02-01,27,45.1,19
U0004026,C00040,2025-03-01,22,44.1,20
U0004027,C00040,2025-04-01,30,51.5,19
U0004028,C00040,2025-05-01,28,45.5,19
U0004029,C00040,2025-06-01,28,48.9,18
U0004030,C00040,2025-07-01,25,44.7,16
U0004031,C00040,2025-08-01,22,32.1,22
U0004100,C00041,2023-01-01,14,25.6,15
U0004101,C00041,2023-02-01,13,25.7,14
U0004102,C00041,2023-03-01,20,28.7,15
U0004103,C00041,2023-04-01,21,36.7,15
U0004104,C00041,2023-05-01,16,39.2,15
U0004105,C00041,2023-06-01,26,37.5,15
U0004106,C00041,2023-07-01,25,25.4,13
U0004107,C00041,2023-08-01,17,23.2,14
U0004108,C00041,2023-09-01,20,36.3,12
U0004109,C00041,2023-10-01,25,32.3,16
U0004110,C00041,2023-11-01,21,25.9,11
U0004111,C00041,2023-12-01,21,32.8,15
U0004112,C00041,2024-01-01,13,23.2,15
U0004113,C00041,2024-02-01,24,21.7,13
U0004114,C00041,2024-03-01,13,33.1,15
U0004115,C00041,2024-04-01,24,37.6,12
U0004116,C00041,2024-05-01,16,27.1,15
U0004117,C00041,2024-06-01,12,23.5,15
U0004118,C00041,2024-07-01,17,27.0,14
U0004119,C00041,2024-08-01,25,31.6,16
U0004120,C00041,2024-09-01,19,24.8,16
U0004121,C00041,2024-10-01,20,34.6,21
U0004122,C00041,2024-11-01,19,25.1,13
U0004123,C00041,2024-12-01,20,28.4,14
U0004124,C00041,2025-01-01,18,37.4,15
U0004125,C00041,2025-02-01,19,35.3,18
U0004126,C00041,2025-03-01,23,24.1,18
U0004127,C00041,2025-04-01,22,31.8,16
U0004128,C00041,2025-05-01,16,35.1,16
U0004129,C00041,2025-06-01,24,28.8,17
U0004130,C00041,2025-07-01,19,38.4,16
U0004131,C00041,2025-08-01,22,24.7,17
U0004200,C00042,2023-01-01,18,15.9,11
U0004201,C00042,2023-02-01,4,22.9,15
U0004202,C00042,2023-03-01,13,21.4,9
U0004203,C00042,2023-04-01,11,20.5,10
U0004204,C00042,2023-05-01,11,20.0,12
U0004205,C00042,2023-06-01,13,21.2,8
U0004206,C00042,2023-07-01,19,17.7,10
U0004207,C00042,2023-08-01,13,18.5,15
U0004208,C00042,2023-09-01,9,15.9,14
U0004209,C00042,2023-10-01,10,22.3,6
U0004210,C00042,2023-11-01,13,25.5,10
U0004211,C00042,2023-12-01,12,16.2,10
U0004212,C00042,2024-01-01,21,25.6,11
U0004213,C00042,2024-02-01,12,15.3,12
U0004214,C00042,2024-03-01,18,22.9,11
U0004215,C00042,2024-04-01,6,15.8,11
U0004216,C00042,2024-05-01,4,25.7,9
U0004217,C00042,2024-06-01,9,26.9,9
U0004218,C00042,2024-07-01,13,15.5,9
U0004219,C00042,2024-08-01,7,18.6,8
U0004220,C00042,2024-09-01,12,15.6,9
U0004221,C00042,2024-10-01,22,18.3,13
U0004222,C00042,2024-11-01,11,20.1,8
U0004223,C00042,2024-12-01,16,22.0,10
U0004224,C00042,2025-01-01,14,20.1,11
U0004225,C00042,2025-02-01,21,26.8,10
U0004226,C00042,2025-03-01,10,18.0,8
U0004227,C00042,2025-04-01,12,21.2,11
U0004228,C00042,2025-05-01,17,15.5,8
U0004229,C00042,2025-06-01,10,17.1,10
U0004230,C00042,2025-07-01,13,21.1,13
U0004231,C00042,2025-08-01,11,25.9,11
U0004300,C00043,2023-01-01,23,25.9,17
U0004301,C00043,2023-02-01,18,34.4,16
U0004302,C00043,2023-03-01,25,32.3,16
U0004303,C00043,2023-04-01,21,37.8,16
U0004304,C00043,2023-05-01,28,33.2,17
U0004305,C00043,2023-06-01,17,34.5,17
U0004306,C00043,2023-07-01,20,46.9,20
U0004307,C00043,2023-08-01,30,39.4,15
U0004308,C00043,2023-09-01,23,31.0,18
U0004309,C00043,2023-10-01,25,40.7,19
U0004310,C00043,2023-11-01,28,46.9,16
U0004311,C00043,2023-12-01,18,45.0,17
U0004312,C00043,2024-01-01,27,31.4,16
U0004313,C00043,2024-02-01,29,30.0,15
U0004314,C00043,2024-03-01,16,27.9,16
U0004315,C00043,2024-04-01,26,39.6,18
U0004316,C00043,2024-05-01,29,37.2,17
U0004317,C00043,2024-06-01,19,45.3,19
U0004318,C00043,2024-07-01,25,45.5,17
U0004319,C00043,2024-08-01,27,31.9,16
U0004320,C00043,2024-09-01,18,29.4,17
U0004321,C00043,2024-10-01,27,44.9,16
U0004322,C00043,2024-11-01,26,33.5,18
U0004323,C00043,2024-12-01,25,46.3,19
U0004324,C00043,2025-01-01,25,36.1,14
U0004325,C00043,2025-02-01,32,43.4,19
U0004326,C00043,2025-03-01,21,47.4,20
U0004327,C00043,2025-04-01,20,46.4,19
U0004328,C00043,2025-05-01,17,47.0,19
U0004329,C00043,2025-06-01,28,45.8,18
U0004330,C00043,2025-07-01,22,41.9,15
U0004331,C00043,2025-08-01,26,30.9,16
U0004400,C00044,2023-01-01,20,26.1,17
U0004401,C00044,2023-02-01,26,33.7,19
U0004402,C00044,2023-03-01,29,30.2,18
U0004403,C00044,2023-04-01,23,27.1,20
U0004404,C00044,2023-05-01,25,43.5,16
U0004405,C00044,2023-06-01,22,28.9,19
U0004406,C00044,2023-07-01,28,39.6,20
U0004407,C00044,2023-08-01,26,39.7,18
U0004408,C00044,2023-09-01,23,45.4,16
U0004409,C00044,2023-10-01,31,32.3,18
U0004410,C00044,2023-11-01,27,44.6,18
U0004411,C00044,2023-12-01,28,35.3,18
U0004412,C00044,2024-01-01,14,33.1,17
U0004413,C00044,2024-02-01,18,47.6,16
U0004414,C00044,2024-03-01,23,42.9,16
U0004415,C00044,2024-04-01,23,32.9,16
U0004416,C00044,2024-05-01,18,30.6,15
U0004417,C00044,2024-06-01,23,39.8,21
